chrom,start,end,cm/mb,recombinants,Number_individuals,,,,
chrXR,361520,476396,1.033532507,2,479,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,2.37784924,3,314,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,467,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.574583928,1,430,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.495968594,1,498,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,1.102898002,2,449,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,503,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.523346983,1,472,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.505115581,1,489,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,409,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.504082622,1,490,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.502029327,1,492,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.522238194,1,473,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,380,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.499992691,1,494,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0.474031466,1,521,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,492,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,479,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,1.031082694,2,314,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,2.431992825,7,470,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.374934705,1,430,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.974840402,3,498,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.359033402,1,449,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,503,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.684458161,2,472,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.660565098,2,489,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,1.188544023,3,409,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.659211465,2,490,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.986801933,3,492,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.424398602,1,380,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.653851963,2,494,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.619836197,2,521,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.656520777,2,492,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,1.033532507,2,479,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,2.37784924,3,314,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,467,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.574583928,1,430,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.495968594,1,498,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,1.102898002,2,449,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,503,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.523346983,1,472,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.505115581,1,489,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,409,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.504082622,1,490,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.502029327,1,492,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.522238194,1,473,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,380,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.499992691,1,494,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0.474031466,1,521,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,492,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,479,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.031082694,2,314,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,2.431992825,7,470,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.374934705,1,430,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.974840402,3,498,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.359033402,1,449,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,503,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.684458161,2,472,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.660565098,2,489,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.188544023,3,409,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.659211465,2,490,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.986801933,3,492,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.424398602,1,380,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.653851963,2,494,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.619836197,2,521,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.656520777,2,492,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.033532507,2,479,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,2.37784924,3,314,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,467,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.574583928,1,430,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.495968594,1,498,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.102898002,2,449,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,503,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.523346983,1,472,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.505115581,1,489,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,409,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.504082622,1,490,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.502029327,1,492,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.522238194,1,473,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,380,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.499992691,1,494,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0.474031466,1,521,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,492,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,2.175008343,8,479,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.235163402,3,314,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,2.500039364,9,470,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,2.744162241,9,429,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.818152833,7,500,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,3.216325427,11,449,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,5.582096696,21,503,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.648691553,6,472,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.056034674,4,489,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.264646564,4,409,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.051697581,4,491,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.580837121,6,492,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,6.250878335,22,473,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,2.059823266,6,379,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.045258329,4,494,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.240749115,5,521,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.848147114,7,492,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0,0,479,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.031082694,2,314,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,2.431992825,7,470,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.374934705,1,430,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.974840402,3,498,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.359033402,1,449,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0,0,503,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.684458161,2,472,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.660565098,2,489,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,1.188544023,3,409,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.659211465,2,490,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.986801933,3,492,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.424398602,1,380,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.653851963,2,494,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.619836197,2,521,TRUE,FALSE,4267148,5244985
chrXR,131204,275785,0.656520777,2,492,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,361520,476396,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,476396,644927,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,737830,1073048,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,2.175008343,8,479,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.235163402,3,314,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,2.500039364,9,470,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,2.744162241,9,429,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.818152833,7,500,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,3.216325427,11,449,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,5.582096696,21,503,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.648691553,6,472,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.056034674,4,489,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.264646564,4,409,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.051697581,4,491,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.580837121,6,492,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,6.250878335,22,473,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,2.059823266,6,379,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.045258329,4,494,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.240749115,5,521,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,1.848147114,7,492,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,644927,737830,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,473,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,309,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,457,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,417,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,482,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,440,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,496,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,466,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,400,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,490,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,486,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,449,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,375,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,477,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,512,TRUE,FALSE,4267148,5244985
chrXR,763740,964257,0,0,491,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,3.188026528,11,479,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.194545215,5,314,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,3.250560568,11,470,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,1.923690108,6,429,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,3.907572443,14,500,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,3.724809827,12,449,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.751108719,10,503,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,1.969593658,7,489,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.705816506,8,409,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.2463513,8,491,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.813911179,10,492,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.545278451,7,380,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.516782747,9,494,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,2.384033673,9,521,TRUE,FALSE,4267148,5244985
chrXR,964257,1224351,4.560072783,16,492,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,3.188026528,11,479,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.194545215,5,314,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,3.250560568,11,470,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,1.923690108,6,429,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,3.907572443,14,500,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,3.724809827,12,449,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.751108719,10,503,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,1.969593658,7,489,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.705816506,8,409,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.2463513,8,491,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.813911179,10,492,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.545278451,7,380,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.516782747,9,494,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,2.384033673,9,521,TRUE,FALSE,4267148,5244985
chrXR,1073048,1196973,4.560072783,16,492,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,3.188026528,11,479,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.194545215,5,314,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,3.250560568,11,470,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,1.923690108,6,429,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,3.907572443,14,500,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,3.724809827,12,449,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.751108719,10,503,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,1.969593658,7,489,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.705816506,8,409,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.2463513,8,491,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.813911179,10,492,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.545278451,7,380,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.516782747,9,494,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,2.384033673,9,521,TRUE,FALSE,4267148,5244985
chrXR,1196973,1333334,4.560072783,16,492,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,3.188026528,11,479,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.194545215,5,314,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,3.250560568,11,470,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,1.923690108,6,429,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,3.907572443,14,500,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,3.724809827,12,449,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.751108719,10,503,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,1.969593658,7,489,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.705816506,8,409,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.2463513,8,491,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.813911179,10,492,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.545278451,7,380,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.516782747,9,494,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,2.384033673,9,521,TRUE,FALSE,4267148,5244985
chrXR,1224351,1469720,4.560072783,16,492,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,3.188026528,11,479,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,2.194545215,5,314,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,3.250560568,11,470,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,1.923690108,6,429,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,3.907572443,14,500,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,3.724809827,12,449,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,2.751108719,10,503,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,3.538482565,12,472,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,1.969593658,7,489,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,2.705816506,8,409,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,2.2463513,8,491,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,2.813911179,10,492,TRUE,FALSE,4267148,5244985
chrXR,1333334,1502268,3.538482565,12,472,TRUE,FALSE,4267148,5244985
